SystemCodeNumber,Capacity,Occupancy,LastUpdated,OccupancyRate,Date,Time,DayOfWeek,Hour
Bull Ring,3053,1566,2016-10-24 16:33:03,51.29380936783492,2016-10-24,16:33:03,Mon,16
Bull Ring,3053,386,2016-10-25 08:00:03,12.643301670488045,2016-10-25,08:00:03,Tue,8
Bull Ring,3053,438,2016-10-25 08:26:08,14.346544382574518,2016-10-25,08:26:08,Tue,8
Bull Ring,3053,552,2016-10-25 09:00:03,18.080576482148707,2016-10-25,09:00:03,Tue,9
Bull Ring,3053,616,2016-10-25 09:19:19,20.176875204716673,2016-10-25,09:19:19,Tue,9
Bull Ring,3053,822,2016-10-25 09:56:19,26.924336717982314,2016-10-25,09:56:19,Tue,9
Bull Ring,3053,1079,2016-10-25 10:29:19,35.3422862757943,2016-10-25,10:29:19,Tue,10
Bull Ring,3053,1305,2016-10-25 10:56:23,42.74484113986243,2016-10-25,10:56:23,Tue,10
Bull Ring,3053,1580,2016-10-25 11:29:22,51.75237471339666,2016-10-25,11:29:22,Tue,11
Bull Ring,3053,1799,2016-10-25 12:02:23,58.925646904683916,2016-10-25,12:02:23,Tue,12
Bull Ring,3053,1964,2016-10-25 12:29:21,64.33016704880446,2016-10-25,12:29:21,Tue,12
Bull Ring,3053,2047,2016-10-25 13:03:20,67.04880445463479,2016-10-25,13:03:20,Tue,13
Bull Ring,3053,2115,2016-10-25 13:29:24,69.27612184736324,2016-10-25,13:29:24,Tue,13
Bull Ring,3053,2148,2016-10-25 13:56:21,70.35702587618735,2016-10-25,13:56:21,Tue,13
Bull Ring,3053,2121,2016-10-25 14:29:23,69.472649852604,2016-10-25,14:29:23,Tue,14
Bull Ring,3053,2116,2016-10-25 15:02:24,69.30887651490337,2016-10-25,15:02:24,Tue,15
Bull Ring,3053,1984,2016-10-25 15:29:22,64.98526039960694,2016-10-25,15:29:22,Tue,15
Bull Ring,3053,1813,2016-10-25 15:56:25,59.38421225024566,2016-10-25,15:56:25,Tue,15
Bull Ring,3053,1594,2016-10-25 16:29:22,52.2109400589584,2016-10-25,16:29:22,Tue,16
Bull Ring,3053,179,2016-10-26 07:59:26,5.8630854896822795,2016-10-26,07:59:26,Wed,7
Bull Ring,3053,233,2016-10-26 08:32:27,7.631837536849001,2016-10-26,08:32:27,Wed,8
Bull Ring,3053,306,2016-10-26 08:59:29,10.022928267278088,2016-10-26,08:59:29,Wed,8
Bull Ring,3053,417,2016-10-26 09:26:27,13.658696364231902,2016-10-26,09:26:27,Wed,9
Bull Ring,3053,621,2016-10-26 09:59:25,20.340648542417295,2016-10-26,09:59:25,Wed,9
Bull Ring,3053,810,2016-10-26 10:26:30,26.53128070750082,2016-10-26,10:26:30,Wed,10
Bull Ring,3053,1047,2016-10-26 10:59:30,34.29413691451032,2016-10-26,10:59:30,Wed,10
Bull Ring,3053,1319,2016-10-26 11:26:28,43.203406485424175,2016-10-26,11:26:28,Wed,11
Bull Ring,3053,1587,2016-10-26 11:59:29,51.98165738617753,2016-10-26,11:59:29,Wed,11
Bull Ring,3053,1761,2016-10-26 12:26:27,57.68096953815919,2016-10-26,12:26:27,Wed,12
Bull Ring,3053,2050,2016-10-26 12:59:31,67.14706845725516,2016-10-26,12:59:31,Wed,12
Bull Ring,3053,2106,2016-10-26 13:26:32,68.98132983950212,2016-10-26,13:26:32,Wed,13
Bull Ring,3053,2096,2016-10-26 13:59:26,68.65378316410089,2016-10-26,13:59:26,Wed,13
Bull Ring,3053,2076,2016-10-26 14:26:26,67.9986898132984,2016-10-26,14:26:26,Wed,14
Bull Ring,3053,2038,2016-10-26 14:59:30,66.75401244677367,2016-10-26,14:59:30,Wed,14
Bull Ring,3053,1944,2016-10-26 15:26:30,63.67507369800197,2016-10-26,15:26:30,Wed,15
Bull Ring,3053,1809,2016-10-26 15:59:32,59.25319358008516,2016-10-26,15:59:32,Wed,15
Bull Ring,3053,1573,2016-10-26 16:32:30,51.523092040615786,2016-10-26,16:32:30,Wed,16
Bull Ring,3053,406,2016-10-27 07:59:33,13.298395021290533,2016-10-27,07:59:33,Thu,7
Bull Ring,3053,463,2016-10-27 08:32:33,15.165411071077628,2016-10-27,08:32:33,Thu,8
Bull Ring,3053,550,2016-10-27 08:59:33,18.015067147068457,2016-10-27,08:59:33,Thu,8
Bull Ring,3053,677,2016-10-27 09:32:35,22.174909924664263,2016-10-27,09:32:35,Thu,9
Bull Ring,3053,816,2016-10-27 09:59:37,26.727808712741567,2016-10-27,09:59:37,Thu,9
Bull Ring,3053,1015,2016-10-27 10:25:37,33.245987553226335,2016-10-27,10:25:37,Thu,10
Bull Ring,3053,1336,2016-10-27 10:59:38,43.76023583360629,2016-10-27,10:59:38,Thu,10
Bull Ring,3053,1606,2016-10-27 11:32:32,52.603996069439894,2016-10-27,11:32:32,Thu,11
Bull Ring,3053,1809,2016-10-27 11:59:38,59.25319358008516,2016-10-27,11:59:38,Thu,11
Bull Ring,3053,1964,2016-10-27 12:26:35,64.33016704880446,2016-10-27,12:26:35,Thu,12
Bull Ring,3053,2105,2016-10-27 12:59:36,68.948575171962,2016-10-27,12:59:36,Thu,12
Bull Ring,3053,2188,2016-10-27 13:32:35,71.66721257779234,2016-10-27,13:32:35,Thu,13
Bull Ring,3053,2218,2016-10-27 13:59:37,72.64985260399607,2016-10-27,13:59:37,Thu,13
Bull Ring,3053,2199,2016-10-27 14:26:38,72.02751392073371,2016-10-27,14:26:38,Thu,14
Bull Ring,3053,2170,2016-10-27 14:59:37,71.07762856207009,2016-10-27,14:59:37,Thu,14
Bull Ring,3053,2062,2016-10-27 15:26:33,67.54012446773665,2016-10-27,15:26:33,Thu,15
Bull Ring,3053,1938,2016-10-27 15:59:38,63.478545692761216,2016-10-27,15:59:38,Thu,15
Bull Ring,3053,1772,2016-10-27 16:26:39,58.04127088110056,2016-10-27,16:26:39,Thu,16
Bull Ring,3053,483,2016-10-28 08:16:41,15.820504421880118,2016-10-28,08:16:41,Fri,8
Bull Ring,3053,589,2016-10-28 08:56:40,19.292499181133312,2016-10-28,08:56:40,Fri,8
Bull Ring,3053,732,2016-10-28 09:29:43,23.97641663937111,2016-10-28,09:29:43,Fri,9
Bull Ring,3053,993,2016-10-28 10:02:44,32.5253848673436,2016-10-28,10:02:44,Fri,10
Bull Ring,3053,1240,2016-10-28 10:29:41,40.61578774975434,2016-10-28,10:29:41,Fri,10
Bull Ring,3053,1465,2016-10-28 10:56:43,47.985587946282344,2016-10-28,10:56:43,Fri,10
Bull Ring,3053,1759,2016-10-28 11:29:44,57.61546020307894,2016-10-28,11:29:44,Fri,11
Bull Ring,3053,1999,2016-10-28 12:02:44,65.47658041270881,2016-10-28,12:02:44,Fri,12
Bull Ring,3053,2135,2016-10-28 12:29:45,69.93121519816575,2016-10-28,12:29:45,Fri,12
Bull Ring,3053,2271,2016-10-28 13:02:43,74.38584998362266,2016-10-28,13:02:43,Fri,13
Bull Ring,3053,2312,2016-10-28 13:29:45,75.72879135276777,2016-10-28,13:29:45,Fri,13
Bull Ring,3053,2389,2016-10-28 14:02:39,78.25090075335736,2016-10-28,14:02:39,Fri,14
Bull Ring,3053,2404,2016-10-28 14:29:45,78.74222076645923,2016-10-28,14:29:45,Fri,14
Bull Ring,3053,2329,2016-10-28 15:02:43,76.28562070094989,2016-10-28,15:02:43,Fri,15
Bull Ring,3053,2260,2016-10-28 15:29:41,74.0255486406813,2016-10-28,15:29:41,Fri,15
Bull Ring,3053,2103,2016-10-28 16:02:40,68.88306583688176,2016-10-28,16:02:40,Fri,16
Bull Ring,3053,1965,2016-10-28 16:29:42,64.36292171634457,2016-10-28,16:29:42,Fri,16
Bull Ring,3053,356,2016-10-29 07:59:48,11.66066164428431,2016-10-29,07:59:48,Sat,7
Bull Ring,3053,391,2016-10-29 08:26:46,12.807075008188667,2016-10-29,08:26:46,Sat,8
Bull Ring,3053,503,2016-10-29 08:59:48,16.475597772682608,2016-10-29,08:59:48,Sat,8
Bull Ring,3053,734,2016-10-29 09:26:50,24.04192597445136,2016-10-29,09:26:50,Sat,9
Bull Ring,3053,1034,2016-10-29 09:59:51,33.8683262364887,2016-10-29,09:59:51,Sat,9
Bull Ring,3053,1295,2016-10-29 10:26:49,42.417294464461186,2016-10-29,10:26:49,Sat,10
Bull Ring,3053,1606,2016-10-29 10:59:46,52.603996069439894,2016-10-29,10:59:46,Sat,10
Bull Ring,3053,1834,2016-10-29 11:25:51,60.072060268588274,2016-10-29,11:25:51,Sat,11
Bull Ring,3053,2132,2016-10-29 12:06:51,69.83295119554536,2016-10-29,12:06:51,Sat,12
Bull Ring,3053,2245,2016-10-29 12:26:46,73.53422862757942,2016-10-29,12:26:46,Sat,12
Bull Ring,3053,2436,2016-10-29 12:59:51,79.7903701277432,2016-10-29,12:59:51,Sat,12
Bull Ring,3053,2550,2016-10-29 13:26:47,83.5244022273174,2016-10-29,13:26:47,Sat,13
Bull Ring,3053,2589,2016-10-29 13:59:51,84.80183426138225,2016-10-29,13:59:51,Sat,13
Bull Ring,3053,2645,2016-10-29 14:26:50,86.63609564362922,2016-10-29,14:26:50,Sat,14
Bull Ring,3053,2645,2016-10-29 14:59:51,86.63609564362922,2016-10-29,14:59:51,Sat,14
Bull Ring,3053,2619,2016-10-29 15:26:52,85.78447428758598,2016-10-29,15:26:52,Sat,15
Bull Ring,3053,2551,2016-10-29 15:59:51,83.55715689485751,2016-10-29,15:59:51,Sat,15
Bull Ring,3053,2400,2016-10-29 16:26:53,78.61120209629873,2016-10-29,16:26:53,Sat,16
Bull Ring,3053,304,2016-10-30 07:59:55,9.957418932197838,2016-10-30,07:59:55,Sun,7
Bull Ring,3053,320,2016-10-30 08:25:53,10.481493612839829,2016-10-30,08:25:53,Sun,8
Bull Ring,3053,367,2016-10-30 08:59:52,12.02096298722568,2016-10-30,08:59:52,Sun,8
Bull Ring,3053,411,2016-10-30 09:25:57,13.462168358991157,2016-10-30,09:25:57,Sun,9
Bull Ring,3053,507,2016-10-30 09:59:52,16.606616442843105,2016-10-30,09:59:52,Sun,9
Bull Ring,3053,673,2016-10-30 10:25:54,22.043891254503766,2016-10-30,10:25:54,Sun,10
Bull Ring,3053,1114,2016-10-30 10:59:56,36.48869963969866,2016-10-30,10:59:56,Sun,10
Bull Ring,3053,1504,2016-10-30 11:25:55,49.2630199803472,2016-10-30,11:25:55,Sun,11
Bull Ring,3053,1869,2016-10-30 11:59:58,61.21847363249263,2016-10-30,11:59:58,Sun,11
Bull Ring,3053,1988,2016-10-30 12:26:54,65.11627906976744,2016-10-30,12:26:54,Sun,12
Bull Ring,3053,2163,2016-10-30 13:06:59,70.84834588928922,2016-10-30,13:06:59,Sun,13
Bull Ring,3053,2210,2016-10-30 13:25:59,72.38781526367508,2016-10-30,13:25:59,Sun,13
Bull Ring,3053,2228,2016-10-30 13:59:59,72.97739927939732,2016-10-30,13:59:59,Sun,13
Bull Ring,3053,2226,2016-10-30 14:32:54,72.91188994431707,2016-10-30,14:32:54,Sun,14
Bull Ring,3053,2158,2016-10-30 15:00:00,70.6845725515886,2016-10-30,15:00:00,Sun,15
Bull Ring,3053,1973,2016-10-30 15:32:59,64.62495905666557,2016-10-30,15:32:59,Sun,15
Bull Ring,3053,385,2016-10-31 08:00:03,12.61054700294792,2016-10-31,08:00:03,Mon,8
Bull Ring,3053,444,2016-10-31 08:26:02,14.543072387815263,2016-10-31,08:26:02,Mon,8
Bull Ring,3053,518,2016-10-31 09:00:00,16.966917785784474,2016-10-31,09:00:00,Mon,9
Bull Ring,3053,625,2016-10-31 09:26:03,20.471667212577792,2016-10-31,09:26:03,Mon,9
Bull Ring,3053,799,2016-10-31 10:00:05,26.17097936455945,2016-10-31,10:00:05,Mon,10
Bull Ring,3053,979,2016-10-31 10:26:02,32.06681952178185,2016-10-31,10:26:02,Mon,10
Bull Ring,3053,1193,2016-10-31 11:00:02,39.07631837536849,2016-10-31,11:00:02,Mon,11
Bull Ring,3053,1358,2016-10-31 11:26:04,44.480838519489026,2016-10-31,11:26:04,Mon,11
Bull Ring,3053,1520,2016-10-31 12:00:04,49.78709466098919,2016-10-31,12:00:04,Mon,12
Bull Ring,3053,1597,2016-10-31 12:26:06,52.309204061578775,2016-10-31,12:26:06,Mon,12
Bull Ring,3053,1677,2016-10-31 13:00:06,54.929577464788736,2016-10-31,13:00:06,Mon,13
Bull Ring,3053,1687,2016-10-31 13:26:01,55.25712414018998,2016-10-31,13:26:01,Mon,13
Bull Ring,3053,1664,2016-10-31 13:59:47,54.503766786767116,2016-10-31,13:59:47,Mon,13
Bull Ring,3053,1581,2016-10-31 14:26:05,51.78512938093678,2016-10-31,14:26:05,Mon,14
Bull Ring,3053,1459,2016-10-31 15:00:03,47.7890599410416,2016-10-31,15:00:03,Mon,15
Bull Ring,3053,1365,2016-10-31 15:27:04,44.710121192269895,2016-10-31,15:27:04,Mon,15
Bull Ring,3053,1265,2016-10-31 16:00:07,41.43465443825745,2016-10-31,16:00:07,Mon,16
Bull Ring,3053,1208,2016-10-31 16:26:06,39.56763838847036,2016-10-31,16:26:06,Mon,16
Bull Ring,3053,411,2016-11-01 08:06:07,13.462168358991157,2016-11-01,08:06:07,Tue,8
Bull Ring,3053,445,2016-11-01 08:26:07,14.575827055355388,2016-11-01,08:26:07,Tue,8
Bull Ring,3053,535,2016-11-01 09:00:08,17.52374713396659,2016-11-01,09:00:08,Tue,9
Bull Ring,3053,657,2016-11-01 09:26:12,21.519816573861775,2016-11-01,09:26:12,Tue,9
Bull Ring,3053,878,2016-11-01 10:00:08,28.758598100229282,2016-11-01,10:00:08,Tue,10
Bull Ring,3053,1072,2016-11-01 10:26:11,35.11300360301343,2016-11-01,10:26:11,Tue,10
Bull Ring,3053,1311,2016-11-01 11:00:09,42.941369145103174,2016-11-01,11:00:09,Tue,11
Bull Ring,3053,1437,2016-11-01 11:26:11,47.06845725515886,2016-11-01,11:26:11,Tue,11
Bull Ring,3053,1596,2016-11-01 12:00:08,52.27644939403865,2016-11-01,12:00:08,Tue,12
Bull Ring,3053,1689,2016-11-01 12:26:12,55.32263347527022,2016-11-01,12:26:12,Tue,12
Bull Ring,3053,1753,2016-11-01 13:00:12,57.418932197838195,2016-11-01,13:00:12,Tue,13
Bull Ring,3053,1789,2016-11-01 13:26:12,58.59810022928267,2016-11-01,13:26:12,Tue,13
Bull Ring,3053,1750,2016-11-01 14:00:09,57.32066819521782,2016-11-01,14:00:09,Tue,14
Bull Ring,3053,1676,2016-11-01 14:26:10,54.89682279724861,2016-11-01,14:26:10,Tue,14
Bull Ring,3053,1507,2016-11-01 15:00:12,49.36128398296757,2016-11-01,15:00:12,Tue,15
Bull Ring,3053,1388,2016-11-01 15:27:09,45.46347854569276,2016-11-01,15:27:09,Tue,15
Bull Ring,3053,1289,2016-11-01 16:00:09,42.22076645922044,2016-11-01,16:00:09,Tue,16
Bull Ring,3053,1179,2016-11-01 16:33:14,38.61775302980675,2016-11-01,16:33:14,Tue,16
Bull Ring,3053,412,2016-11-02 07:56:18,13.49492302653128,2016-11-02,07:56:18,Wed,7
Bull Ring,3053,453,2016-11-02 08:30:14,14.837864395676384,2016-11-02,08:30:14,Wed,8
Bull Ring,3053,512,2016-11-02 08:56:14,16.770389780543727,2016-11-02,08:56:14,Wed,8
Bull Ring,3053,670,2016-11-02 09:30:15,21.945627251883394,2016-11-02,09:30:15,Wed,9
Bull Ring,3053,851,2016-11-02 09:56:15,27.87422207664592,2016-11-02,09:56:15,Wed,9
Bull Ring,3053,1083,2016-11-02 10:29:19,35.4733049459548,2016-11-02,10:29:19,Wed,10
Bull Ring,3053,1264,2016-11-02 10:56:16,41.40189977071733,2016-11-02,10:56:16,Wed,10
Bull Ring,3053,1461,2016-11-02 11:30:19,47.85456927612185,2016-11-02,11:30:19,Wed,11
Bull Ring,3053,1574,2016-11-02 11:56:19,51.55584670815591,2016-11-02,11:56:19,Wed,11
Bull Ring,3053,1689,2016-11-02 12:30:20,55.32263347527022,2016-11-02,12:30:20,Wed,12
Bull Ring,3053,1744,2016-11-02 13:03:20,57.12414018997707,2016-11-02,13:03:20,Wed,13
Bull Ring,3053,1758,2016-11-02 13:30:18,57.582705535538814,2016-11-02,13:30:18,Wed,13
Bull Ring,3053,1747,2016-11-02 14:03:20,57.222404192597445,2016-11-02,14:03:20,Wed,14
Bull Ring,3053,1684,2016-11-02 14:30:16,55.158860137569604,2016-11-02,14:30:16,Wed,14
Bull Ring,3053,1594,2016-11-02 14:56:19,52.2109400589584,2016-11-02,14:56:19,Wed,14
Bull Ring,3053,1467,2016-11-02 15:29:19,48.051097281362594,2016-11-02,15:29:19,Wed,15
Bull Ring,3053,1330,2016-11-02 16:03:20,43.563707828365544,2016-11-02,16:03:20,Wed,16
Bull Ring,3053,1245,2016-11-02 16:30:18,40.779561087454965,2016-11-02,16:30:18,Wed,16
Bull Ring,3053,394,2016-11-03 08:00:22,12.90533901080904,2016-11-03,08:00:22,Thu,8
Bull Ring,3053,443,2016-11-03 08:26:26,14.51031772027514,2016-11-03,08:26:26,Thu,8
Bull Ring,3053,532,2016-11-03 09:00:22,17.425483131346216,2016-11-03,09:00:22,Thu,9
Bull Ring,3053,664,2016-11-03 09:26:22,21.749099246642647,2016-11-03,09:26:22,Thu,9
Bull Ring,3053,919,2016-11-03 10:00:22,30.101539469374387,2016-11-03,10:00:22,Thu,10
Bull Ring,3053,1109,2016-11-03 10:26:25,36.32492630199803,2016-11-03,10:26:25,Thu,10
Bull Ring,3053,1394,2016-11-03 11:00:24,45.66000655093351,2016-11-03,11:00:24,Thu,11
Bull Ring,3053,1539,2016-11-03 11:26:27,50.40943334425155,2016-11-03,11:26:27,Thu,11
Bull Ring,3053,1696,2016-11-03 12:00:26,55.5519161480511,2016-11-03,12:00:26,Thu,12
Bull Ring,3053,1802,2016-11-03 12:26:27,59.02391090730429,2016-11-03,12:26:27,Thu,12
Bull Ring,3053,1882,2016-11-03 12:59:26,61.64428431051425,2016-11-03,12:59:26,Thu,12
Bull Ring,3053,1879,2016-11-03 13:26:26,61.546020307893876,2016-11-03,13:26:26,Thu,13
Bull Ring,3053,1870,2016-11-03 13:59:26,61.25122830003276,2016-11-03,13:59:26,Thu,13
Bull Ring,3053,1771,2016-11-03 14:26:23,58.00851621356043,2016-11-03,14:26:23,Thu,14
Bull Ring,3053,1626,2016-11-03 15:00:23,53.25908942024238,2016-11-03,15:00:23,Thu,15
Bull Ring,3053,1525,2016-11-03 15:26:24,49.950867998689816,2016-11-03,15:26:24,Thu,15
Bull Ring,3053,1394,2016-11-03 16:03:28,45.66000655093351,2016-11-03,16:03:28,Thu,16
Bull Ring,3053,1341,2016-11-03 16:30:27,43.92400917130691,2016-11-03,16:30:27,Thu,16
Bull Ring,3053,381,2016-11-04 08:00:29,12.479528332787423,2016-11-04,08:00:29,Fri,8
Bull Ring,3053,419,2016-11-04 08:26:32,13.724205699312153,2016-11-04,08:26:32,Fri,8
Bull Ring,3053,508,2016-11-04 08:59:32,16.63937111038323,2016-11-04,08:59:32,Fri,8
Bull Ring,3053,694,2016-11-04 09:33:32,22.73173927284638,2016-11-04,09:33:32,Fri,9
Bull Ring,3053,902,2016-11-04 10:00:29,29.54471012119227,2016-11-04,10:00:29,Fri,10
Bull Ring,3053,1120,2016-11-04 10:26:31,36.6852276449394,2016-11-04,10:26:31,Fri,10
Bull Ring,3053,1399,2016-11-04 11:00:33,45.82377988863413,2016-11-04,11:00:33,Fri,11
Bull Ring,3053,1576,2016-11-04 11:33:31,51.62135604323616,2016-11-04,11:33:31,Fri,11
Bull Ring,3053,1706,2016-11-04 12:00:31,55.87946282345234,2016-11-04,12:00:31,Fri,12
Bull Ring,3053,1819,2016-11-04 12:33:34,59.580740255486404,2016-11-04,12:33:34,Fri,12
Bull Ring,3053,1869,2016-11-04 13:00:30,61.21847363249263,2016-11-04,13:00:30,Fri,13
Bull Ring,3053,1910,2016-11-04 13:26:33,62.561415001637734,2016-11-04,13:26:33,Fri,13
Bull Ring,3053,1881,2016-11-04 13:59:31,61.611529642974126,2016-11-04,13:59:31,Fri,13
Bull Ring,3053,1813,2016-11-04 14:26:30,59.38421225024566,2016-11-04,14:26:30,Fri,14
Bull Ring,3053,1686,2016-11-04 15:00:30,55.224369472649855,2016-11-04,15:00:30,Fri,15
Bull Ring,3053,1595,2016-11-04 15:26:30,52.243694726498525,2016-11-04,15:26:30,Fri,15
Bull Ring,3053,1459,2016-11-04 16:00:33,47.7890599410416,2016-11-04,16:00:33,Fri,16
Bull Ring,3053,1383,2016-11-04 16:26:30,45.29970520799214,2016-11-04,16:26:30,Fri,16
Bull Ring,3053,331,2016-11-05 08:00:35,10.841794955781198,2016-11-05,08:00:35,Sat,8
Bull Ring,3053,364,2016-11-05 08:26:35,11.922698984605306,2016-11-05,08:26:35,Sat,8
Bull Ring,3053,515,2016-11-05 08:59:37,16.868653783164103,2016-11-05,08:59:37,Sat,8
Bull Ring,3053,771,2016-11-05 09:26:38,25.253848673435964,2016-11-05,09:26:38,Sat,9
Bull Ring,3053,1033,2016-11-05 09:59:37,33.83557156894857,2016-11-05,09:59:37,Sat,9
Bull Ring,3053,1416,2016-11-05 10:33:38,46.38060923681625,2016-11-05,10:33:38,Sat,10
Bull Ring,3053,1605,2016-11-05 10:59:39,52.57124140189977,2016-11-05,10:59:39,Sat,10
Bull Ring,3053,1874,2016-11-05 11:26:38,61.38224697019325,2016-11-05,11:26:38,Sat,11
Bull Ring,3053,2165,2016-11-05 12:06:39,70.91385522436947,2016-11-05,12:06:39,Sat,12
Bull Ring,3053,2300,2016-11-05 12:26:41,75.33573534228627,2016-11-05,12:26:41,Sat,12
Bull Ring,3053,2448,2016-11-05 13:00:37,80.1834261382247,2016-11-05,13:00:37,Sat,13
Bull Ring,3053,2566,2016-11-05 13:33:39,84.04847690795938,2016-11-05,13:33:39,Sat,13
Bull Ring,3053,2631,2016-11-05 13:59:41,86.17753029806748,2016-11-05,13:59:41,Sat,13
Bull Ring,3053,2631,2016-11-05 14:26:39,86.17753029806748,2016-11-05,14:26:39,Sat,14
Bull Ring,3053,2678,2016-11-05 15:00:40,87.71699967245333,2016-11-05,15:00:40,Sat,15
Bull Ring,3053,2654,2016-11-05 15:26:40,86.93088765149034,2016-11-05,15:26:40,Sat,15
Bull Ring,3053,2523,2016-11-05 16:00:41,82.64002620373404,2016-11-05,16:00:41,Sat,16
Bull Ring,3053,2377,2016-11-05 16:26:40,77.85784474287586,2016-11-05,16:26:40,Sat,16
Bull Ring,3053,274,2016-11-06 08:00:42,8.974778905994103,2016-11-06,08:00:42,Sun,8
Bull Ring,3053,286,2016-11-06 08:26:43,9.367834916475598,2016-11-06,08:26:43,Sun,8
Bull Ring,3053,317,2016-11-06 09:00:42,10.383229610219455,2016-11-06,09:00:42,Sun,9
Bull Ring,3053,362,2016-11-06 09:33:44,11.857189649525058,2016-11-06,09:33:44,Sun,9
Bull Ring,3053,448,2016-11-06 10:00:43,14.674091057975762,2016-11-06,10:00:43,Sun,10
Bull Ring,3053,593,2016-11-06 10:26:46,19.42351785129381,2016-11-06,10:26:46,Sun,10
Bull Ring,3053,1073,2016-11-06 10:59:45,35.14575827055356,2016-11-06,10:59:45,Sun,10
Bull Ring,3053,1562,2016-11-06 11:26:44,51.16279069767442,2016-11-06,11:26:44,Sun,11
Bull Ring,3053,1924,2016-11-06 11:59:43,63.01998034719948,2016-11-06,11:59:43,Sun,11
Bull Ring,3053,2136,2016-11-06 12:26:47,69.96396986570586,2016-11-06,12:26:47,Sun,12
Bull Ring,3053,2360,2016-11-06 13:06:45,77.30101539469375,2016-11-06,13:06:45,Sun,13
Bull Ring,3053,2448,2016-11-06 13:26:43,80.1834261382247,2016-11-06,13:26:43,Sun,13
Bull Ring,3053,2550,2016-11-06 13:59:46,83.5244022273174,2016-11-06,13:59:46,Sun,13
Bull Ring,3053,2510,2016-11-06 14:33:47,82.21421552571242,2016-11-06,14:33:47,Sun,14
Bull Ring,3053,2442,2016-11-06 15:00:47,79.98689813298395,2016-11-06,15:00:47,Sun,15
Bull Ring,3053,2329,2016-11-06 15:26:45,76.28562070094989,2016-11-06,15:26:45,Sun,15
Bull Ring,3053,2001,2016-11-06 15:59:48,65.54208974778906,2016-11-06,15:59:48,Sun,15
Bull Ring,3053,1678,2016-11-06 16:26:45,54.962332132328854,2016-11-06,16:26:45,Sun,16
Bull Ring,3053,403,2016-11-07 08:00:52,13.200131018670161,2016-11-07,08:00:52,Mon,8
Bull Ring,3053,451,2016-11-07 08:26:53,14.772355060596135,2016-11-07,08:26:53,Mon,8
Bull Ring,3053,537,2016-11-07 08:59:50,17.589256469046838,2016-11-07,08:59:50,Mon,8
Bull Ring,3053,615,2016-11-07 09:26:49,20.144120537176548,2016-11-07,09:26:49,Mon,9
Bull Ring,3053,810,2016-11-07 09:59:50,26.53128070750082,2016-11-07,09:59:50,Mon,9
Bull Ring,3053,1044,2016-11-07 10:26:49,34.19587291188994,2016-11-07,10:26:49,Mon,10
Bull Ring,3053,1255,2016-11-07 10:59:51,41.10710776285621,2016-11-07,10:59:51,Mon,10
Bull Ring,3053,1438,2016-11-07 11:26:51,47.10121192269899,2016-11-07,11:26:51,Mon,11
Bull Ring,3053,1607,2016-11-07 11:59:51,52.63675073698002,2016-11-07,11:59:51,Mon,11
Bull Ring,3053,1716,2016-11-07 12:26:50,56.20700949885359,2016-11-07,12:26:50,Mon,12
Bull Ring,3053,1791,2016-11-07 12:59:53,58.66360956436292,2016-11-07,12:59:53,Mon,12
Bull Ring,3053,1804,2016-11-07 13:33:52,59.08942024238454,2016-11-07,13:33:52,Mon,13
Bull Ring,3053,1777,2016-11-07 13:59:54,58.20504421880118,2016-11-07,13:59:54,Mon,13
Bull Ring,3053,1688,2016-11-07 14:33:55,55.289878807730105,2016-11-07,14:33:55,Mon,14
Bull Ring,3053,1565,2016-11-07 15:00:51,51.26105470029479,2016-11-07,15:00:51,Mon,15
Bull Ring,3053,1445,2016-11-07 15:33:53,47.330494595479855,2016-11-07,15:33:53,Mon,15
Bull Ring,3053,1371,2016-11-07 16:00:51,44.906649197510646,2016-11-07,16:00:51,Mon,16
Bull Ring,3053,1255,2016-11-07 16:33:53,41.10710776285621,2016-11-07,16:33:53,Mon,16
Bull Ring,3053,402,2016-11-08 07:59:58,13.167376351130036,2016-11-08,07:59:58,Tue,7
Bull Ring,3053,437,2016-11-08 08:26:55,14.313789715034392,2016-11-08,08:26:55,Tue,8
Bull Ring,3053,523,2016-11-08 08:59:56,17.130691123485096,2016-11-08,08:59:56,Tue,8
Bull Ring,3053,637,2016-11-08 09:26:56,20.864723223059286,2016-11-08,09:26:56,Tue,9
Bull Ring,3053,842,2016-11-08 09:59:56,27.579430068784802,2016-11-08,09:59:56,Tue,9
Bull Ring,3053,1114,2016-11-08 10:33:59,36.48869963969866,2016-11-08,10:33:59,Tue,10
Bull Ring,3053,1318,2016-11-08 11:00:00,43.17065181788405,2016-11-08,11:00:00,Tue,11
Bull Ring,3053,1587,2016-11-08 11:33:56,51.98165738617753,2016-11-08,11:33:56,Tue,11
Bull Ring,3053,1697,2016-11-08 11:59:58,55.584670815591224,2016-11-08,11:59:58,Tue,11
Bull Ring,3053,1746,2016-11-08 12:27:01,57.18964952505732,2016-11-08,12:27:01,Tue,12
Bull Ring,3053,1821,2016-11-08 13:00:00,59.646249590566654,2016-11-08,13:00:00,Tue,13
Bull Ring,3053,1842,2016-11-08 13:34:01,60.33409760890927,2016-11-08,13:34:01,Tue,13
Bull Ring,3053,1815,2016-11-08 14:00:59,59.44972158532591,2016-11-08,14:00:59,Tue,14
Bull Ring,3053,1726,2016-11-08 14:26:58,56.53455617425483,2016-11-08,14:26:58,Tue,14
